expert,scene,angle_deg,category,direction,vx,vy,yaw,control_result,process_result,exit_code,log,csv
slope_up,5-platform,5,STRAIGHT,up,0.3,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5-platform_STRAIGHT_up.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5-platform_STRAIGHT_up.csv
slope_up,5-platform,5,STRAIGHT,down,-0.3,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5-platform_STRAIGHT_down.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5-platform_STRAIGHT_down.csv
slope_up,5-platform,5,DIAGONAL,up,0.25,0.20,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5-platform_DIAGONAL_up.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5-platform_DIAGONAL_up.csv
slope_up,5-platform,5,DIAGONAL,down,-0.25,0.20,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5-platform_DIAGONAL_down.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5-platform_DIAGONAL_down.csv
slope_up,5,5,CROSS,left,0,0.3,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5_CROSS_left.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5_CROSS_left.csv
slope_up,5,5,CROSS,right,0,-0.3,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5_CROSS_right.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5_CROSS_right.csv
slope_up,5,5,TURN,left,0,0,0.5,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5_TURN_left.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5_TURN_left.csv
slope_up,5,5,TURN,right,0,0,-0.5,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5_TURN_right.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/5_TURN_right.csv
slope_up,10,10,STAND,neutral,0,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10_STAND_neutral.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10_STAND_neutral.csv
slope_up,10-platform,10,STRAIGHT,up,0.3,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10-platform_STRAIGHT_up.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10-platform_STRAIGHT_up.csv
slope_up,10-platform,10,STRAIGHT,down,-0.3,0,0,PASS,ERROR,134,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10-platform_STRAIGHT_down.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10-platform_STRAIGHT_down.csv
slope_up,10-platform,10,DIAGONAL,up,0.25,0.20,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10-platform_DIAGONAL_up.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10-platform_DIAGONAL_up.csv
slope_up,10-platform,10,DIAGONAL,down,-0.25,0.20,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10-platform_DIAGONAL_down.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10-platform_DIAGONAL_down.csv
slope_up,10,10,CROSS,left,0,0.3,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10_CROSS_left.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10_CROSS_left.csv
slope_up,10,10,CROSS,right,0,-0.3,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10_CROSS_right.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10_CROSS_right.csv
slope_up,10,10,TURN,left,0,0,0.5,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10_TURN_left.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10_TURN_left.csv
slope_up,10,10,TURN,right,0,0,-0.5,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10_TURN_right.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/10_TURN_right.csv
slope_up,15,15,STAND,neutral,0,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15_STAND_neutral.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15_STAND_neutral.csv
slope_up,15-platform,15,STRAIGHT,up,0.3,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15-platform_STRAIGHT_up.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15-platform_STRAIGHT_up.csv
slope_up,15-platform,15,STRAIGHT,down,-0.3,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15-platform_STRAIGHT_down.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15-platform_STRAIGHT_down.csv
slope_up,15-platform,15,DIAGONAL,up,0.25,0.20,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15-platform_DIAGONAL_up.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15-platform_DIAGONAL_up.csv
slope_up,15-platform,15,DIAGONAL,down,-0.25,0.20,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15-platform_DIAGONAL_down.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15-platform_DIAGONAL_down.csv
slope_up,15,15,CROSS,left,0,0.3,0,PASS,ERROR,134,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15_CROSS_left.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15_CROSS_left.csv
slope_up,15,15,CROSS,right,0,-0.3,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15_CROSS_right.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15_CROSS_right.csv
slope_up,15,15,TURN,left,0,0,0.5,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15_TURN_left.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15_TURN_left.csv
slope_up,15,15,TURN,right,0,0,-0.5,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15_TURN_right.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/15_TURN_right.csv
slope_up,20,20,STAND,neutral,0,0,0,FAIL,OK,2,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20_STAND_neutral.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20_STAND_neutral.csv
slope_up,20-platform,20,STRAIGHT,up,0.3,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20-platform_STRAIGHT_up.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20-platform_STRAIGHT_up.csv
slope_up,20-platform,20,STRAIGHT,down,-0.3,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20-platform_STRAIGHT_down.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20-platform_STRAIGHT_down.csv
slope_up,20-platform,20,DIAGONAL,up,0.25,0.20,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20-platform_DIAGONAL_up.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20-platform_DIAGONAL_up.csv
slope_up,20-platform,20,DIAGONAL,down,-0.25,0.20,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20-platform_DIAGONAL_down.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20-platform_DIAGONAL_down.csv
slope_up,20,20,CROSS,left,0,0.3,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20_CROSS_left.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20_CROSS_left.csv
slope_up,20,20,CROSS,right,0,-0.3,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20_CROSS_right.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20_CROSS_right.csv
slope_up,20,20,TURN,left,0,0,0.5,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20_TURN_left.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20_TURN_left.csv
slope_up,20,20,TURN,right,0,0,-0.5,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20_TURN_right.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/20_TURN_right.csv
slope_up,25,25,STAND,neutral,0,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25_STAND_neutral.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25_STAND_neutral.csv
slope_up,25-platform,25,STRAIGHT,up,0.3,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25-platform_STRAIGHT_up.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25-platform_STRAIGHT_up.csv
slope_up,25-platform,25,STRAIGHT,down,-0.3,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25-platform_STRAIGHT_down.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25-platform_STRAIGHT_down.csv
slope_up,25-platform,25,DIAGONAL,up,0.25,0.20,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25-platform_DIAGONAL_up.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25-platform_DIAGONAL_up.csv
slope_up,25-platform,25,DIAGONAL,down,-0.25,0.20,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25-platform_DIAGONAL_down.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25-platform_DIAGONAL_down.csv
slope_up,25,25,CROSS,left,0,0.3,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25_CROSS_left.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25_CROSS_left.csv
slope_up,25,25,CROSS,right,0,-0.3,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25_CROSS_right.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25_CROSS_right.csv
slope_up,25,25,TURN,left,0,0,0.5,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25_TURN_left.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25_TURN_left.csv
slope_up,25,25,TURN,right,0,0,-0.5,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25_TURN_right.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/25_TURN_right.csv
slope_up,30,30,STAND,neutral,0,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30_STAND_neutral.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30_STAND_neutral.csv
slope_up,30-platform,30,STRAIGHT,up,0.3,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30-platform_STRAIGHT_up.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30-platform_STRAIGHT_up.csv
slope_up,30-platform,30,STRAIGHT,down,-0.3,0,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30-platform_STRAIGHT_down.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30-platform_STRAIGHT_down.csv
slope_up,30-platform,30,DIAGONAL,up,0.25,0.20,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30-platform_DIAGONAL_up.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30-platform_DIAGONAL_up.csv
slope_up,30-platform,30,DIAGONAL,down,-0.25,0.20,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30-platform_DIAGONAL_down.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30-platform_DIAGONAL_down.csv
slope_up,30,30,CROSS,left,0,0.3,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30_CROSS_left.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30_CROSS_left.csv
slope_up,30,30,CROSS,right,0,-0.3,0,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30_CROSS_right.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30_CROSS_right.csv
slope_up,30,30,TURN,left,0,0,0.5,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30_TURN_left.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30_TURN_left.csv
slope_up,30,30,TURN,right,0,0,-0.5,PASS,OK,0,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30_TURN_right.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/30_TURN_right.csv
slope_up,mixed,mixed,STRAIGHT,traverse,0.4,0,0,FAIL,OK,3,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/mixed_STRAIGHT_traverse.log,results/meta_policy_paper_20260831/experts/slope_up_repeat_2/mixed_STRAIGHT_traverse.csv
